ID,Date House was Sold,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft)
3885804305,14 September 2017,949000.0,4,1.75,2490.0,7834.0,1.0,No,Thrice,Good,8,1240.0,1250,60,0,98033.0,47.6851,-122.209,3210.0,7834
7128300630,15 March 2016,677000.0,4,2.0,2180.0,6000.0,1.5,No,,Fair,8,2060.0,120,91,0,98144.0,47.5958,-122.306,1370.0,4500
7574000080,15 April 2016,355500.0,5,2.0,2360.0,19899.0,1.0,No,,Good,7,2360.0,0,50,0,98010.0,47.3299,-122.046,1860.0,19998
3744000150,14 September 2017,531155.0,4,2.75,2810.0,5046.0,2.0,No,,Fair,9,2810.0,0,4,0,98038.0,47.3559,-122.022,3060.0,4934
2607720150,14 June 2017,492000.0,4,3.75,2810.0,10840.0,2.0,No,Twice,Good,8,2070.0,740,24,0,98045.0,47.4861,-121.804,2370.0,11248
7203190110,15 April 2016,731500.0,4,2.5,2650.0,4644.0,2.0,No,,Fair,8,2650.0,0,5,0,98053.0,47.6945,-122.018,2640.0,5099
3904902430,15 April 2016,620000.0,3,2.5,2440.0,10363.0,2.0,No,,Fair,9,2440.0,0,30,0,98029.0,47.5634,-122.016,2500.0,10728
11501160,14 June 2017,837700.0,5,2.75,3010.0,12611.0,2.0,No,,Fair,10,3010.0,0,24,0,98052.0,47.696,-122.102,2890.0,9456
9209900315,14 August 2017,350000.0,3,1.5,1320.0,4400.0,1.0,No,,Fair,6,1320.0,0,109,0,98112.0,47.6231,-122.292,1350.0,4400
9465910030,14 May 2017,525000.0,3,2.5,2700.0,7434.0,2.0,No,,Fair,9,2700.0,0,27,0,98072.0,47.7434,-122.174,2660.0,8405
3622069103,15 January 2016,760000.0,4,2.5,3600.0,155509.0,2.0,No,,Fair,9,3600.0,0,14,0,98010.0,47.3538,-121.986,3410.0,34412
3288301010,14 June 2017,585000.0,4,2.75,2890.0,6825.0,1.0,No,,Fair,8,1560.0,1330,45,0,98034.0,47.734,-122.182,1900.0,10120
4395600060,14 June 2017,935000.0,2,2.5,1780.0,2067.0,2.0,No,,Excellent,9,1780.0,0,44,0,98004.0,47.6132,-122.21,2320.0,2067
7694200380,14 September 2017,329780.0,3,2.5,1730.0,3600.0,2.0,No,,Fair,8,1730.0,0,4,0,98146.0,47.5014,-122.34,2030.0,3600
9552700550,15 April 2016,750000.0,3,2.5,2360.0,12987.0,2.0,No,,Fair,8,2360.0,0,35,0,98006.0,47.5471,-122.149,2480.0,11665
9264921110,15 January 2016,275000.0,3,1.75,1840.0,14005.0,1.0,No,,Fair,8,1840.0,0,35,0,98023.0,47.3124,-122.345,2170.0,7992
6738700225,14 September 2017,1030000.0,4,3.25,2830.0,4000.0,2.0,No,,Fair,9,1910.0,920,106,2012,98144.0,47.5845,-122.291,2740.0,4000
293620220,15 April 2016,797500.0,4,2.5,3270.0,8223.0,2.0,No,,Fair,10,3270.0,0,20,0,98075.0,47.6018,-122.073,3460.0,8872
7525300310,14 June 2017,580000.0,4,2.25,2160.0,9593.0,1.0,No,,Fair,8,2160.0,0,49,0,98008.0,47.5883,-122.112,2820.0,9628
3992700036,14 June 2017,415000.0,3,1.0,1170.0,6700.0,1.0,No,,Fair,8,1170.0,0,61,0,98125.0,47.7122,-122.29,2410.0,7620
3577300040,15 April 2016,510000.0,3,2.5,1830.0,8133.0,1.0,No,,Fair,8,1390.0,440,22,0,98028.0,47.7478,-122.247,2310.0,11522
3812400202,14 November 2017,156000.0,2,1.75,590.0,6138.0,1.0,No,,Okay,5,590.0,0,71,0,98118.0,47.545,-122.278,1360.0,7112
2402100055,14 July 2017,670000.0,4,3.0,2500.0,5000.0,1.5,No,,Good,7,1460.0,1040,92,0,98103.0,47.6895,-122.331,1720.0,4500
1853080790,14 December 2017,869950.0,4,2.75,3140.0,7928.0,2.0,No,,Fair,9,3140.0,0,5,0,98074.0,47.5923,-122.058,3500.0,7055
1994200260,14 August 2017,869900.0,6,4.5,2750.0,4400.0,2.0,No,,Fair,8,1770.0,980,31,0,98103.0,47.6883,-122.335,1860.0,4400
1339300025,14 June 2017,809000.0,4,1.5,1840.0,4337.0,2.0,No,,Good,8,1840.0,0,101,0,98112.0,47.6312,-122.307,2250.0,4337
7616200050,15 January 2016,500000.0,3,1.75,1700.0,6120.0,1.0,No,,Fair,7,1700.0,0,66,0,98116.0,47.5807,-122.397,1330.0,6120
4022902555,15 March 2016,609000.0,4,2.5,3240.0,23870.0,1.0,No,,Fair,9,1840.0,1400,46,0,98155.0,47.7731,-122.282,2290.0,13340
9528102110,14 September 2017,517000.0,3,2.25,1640.0,4635.0,1.5,No,,Fair,8,1540.0,100,88,0,98115.0,47.6793,-122.319,1530.0,4635
6613001241,14 August 2017,1420000.0,4,3.0,3110.0,4408.0,2.5,No,Thrice,Good,10,2510.0,600,87,0,98105.0,47.6583,-122.27,3250.0,5669
3205400240,14 May 2017,345000.0,3,1.75,1090.0,7200.0,1.0,No,,Fair,7,1090.0,0,50,0,98034.0,47.7227,-122.179,1240.0,7200
6065300840,15 May 2016,2850000.0,4,4.0,5040.0,17208.0,1.0,No,,Excellent,10,2870.0,2170,42,0,98006.0,47.5701,-122.188,4050.0,18647
7852040080,15 April 2016,487275.0,4,2.5,2400.0,3986.0,2.0,No,,Fair,8,2400.0,0,19,0,98065.0,47.5344,-121.877,2070.0,3986
1920079039,14 August 2017,269500.0,2,1.0,1140.0,74052.0,1.0,No,,Good,6,1140.0,0,50,0,98022.0,47.2093,-121.962,1730.0,43560
2817910030,15 April 2016,449500.0,4,2.5,2410.0,55931.0,2.0,No,,Fair,9,2410.0,0,29,0,98092.0,47.3109,-122.097,2780.0,55931
1563102880,14 June 2017,849000.0,4,2.0,2160.0,6300.0,1.5,No,Once,Good,8,2160.0,0,90,0,98116.0,47.5662,-122.404,1980.0,5152
8561200110,14 May 2017,512500.0,3,2.5,1900.0,7604.0,2.0,No,,Fair,8,1900.0,0,28,0,98033.0,47.7002,-122.188,1980.0,9583
629000605,15 February 2016,1400000.0,3,2.5,2910.0,10044.0,2.0,No,,Good,10,2910.0,0,29,0,98004.0,47.5845,-122.199,2420.0,12287
2781270440,14 May 2017,241000.0,2,2.0,1470.0,3128.0,2.0,No,,Fair,6,1470.0,0,13,0,98038.0,47.349,-122.021,1180.0,2576
6152900273,14 September 2017,301000.0,3,1.5,1030.0,8414.0,1.0,No,,Good,7,1030.0,0,51,0,98155.0,47.7654,-122.297,1750.0,8414
3303950130,14 November 2017,415000.0,3,2.5,2420.0,10733.0,2.0,No,,Fair,8,2420.0,0,22,0,98038.0,47.3835,-122.035,1950.0,8534
6411600113,15 April 2016,375000.0,3,1.0,1210.0,7425.0,1.0,No,,Good,6,1210.0,0,108,0,98133.0,47.7125,-122.33,1260.0,7425
4055700167,14 August 2017,760000.0,4,3.0,2840.0,13554.0,1.0,No,Twice,Good,9,1990.0,850,44,0,98034.0,47.7153,-122.257,2840.0,16940
291310310,14 December 2017,533500.0,3,3.5,2490.0,3517.0,2.0,No,,Fair,8,1720.0,770,13,0,98027.0,47.5341,-122.067,1600.0,2378
9523100550,14 October 2017,857500.0,3,1.5,2040.0,3960.0,2.0,No,Twice,Excellent,8,2040.0,0,90,0,98103.0,47.6658,-122.355,1540.0,3400
724069070,14 September 2017,950000.0,4,1.75,3100.0,21303.0,1.0,No,Once,Good,9,3100.0,0,56,0,98075.0,47.5847,-122.081,3480.0,9697
2408800120,14 July 2017,360000.0,4,1.75,2140.0,49658.0,1.0,No,,Excellent,7,2140.0,0,59,0,98010.0,47.3583,-121.922,1720.0,99316
7559600200,14 October 2017,641000.0,4,2.5,2600.0,6015.0,2.0,No,,Fair,8,2600.0,0,14,0,98075.0,47.5971,-122.031,2910.0,5305
8165500790,14 December 2017,336900.0,3,2.5,1690.0,1200.0,2.0,No,,Fair,8,1410.0,280,4,0,98106.0,47.5388,-122.367,1740.0,1664
7856620870,14 August 2017,855000.0,3,2.0,3120.0,9400.0,1.0,No,,Excellent,9,1820.0,1300,40,0,98006.0,47.5612,-122.15,2770.0,9500
1588600040,15 February 2016,365000.0,2,1.0,770.0,5680.0,1.0,No,,Good,6,770.0,0,89,0,98117.0,47.6951,-122.366,1170.0,5514
1023059246,14 May 2017,437000.0,3,2.75,2580.0,5200.0,2.0,No,,Fair,8,2580.0,0,10,0,98059.0,47.496,-122.151,2700.0,5602
1938000140,15 April 2016,810000.0,4,2.0,2920.0,10424.0,1.0,No,,Excellent,8,1520.0,1400,54,0,98005.0,47.5876,-122.172,2360.0,10696
6061400160,14 September 2017,330000.0,4,2.25,1790.0,9920.0,1.0,No,,Good,7,1170.0,620,49,0,98059.0,47.5126,-122.149,1990.0,9648
4167300350,14 May 2017,258000.0,4,1.75,1730.0,8320.0,1.0,No,,Fair,7,1230.0,500,41,0,98023.0,47.327,-122.361,1840.0,9800
8649400790,15 January 2016,160000.0,3,1.0,1340.0,18552.0,1.5,No,,Good,5,1340.0,0,83,0,98014.0,47.7129,-121.325,960.0,15141
173000036,14 October 2017,327000.0,3,3.0,1370.0,1001.0,3.0,No,,Fair,8,1370.0,0,9,0,98133.0,47.7302,-122.355,1399.0,1151
225039049,14 September 2017,590000.0,2,1.0,1530.0,6450.0,1.0,No,,Good,7,1530.0,0,98,0,98117.0,47.6833,-122.398,1530.0,5000
8043700300,14 June 2017,2700000.0,4,3.25,4420.0,7850.0,2.0,Yes,Four,Fair,10,3150.0,1270,17,0,98008.0,47.572,-122.102,2760.0,8525
3834000400,14 November 2017,415000.0,3,1.0,1630.0,8146.0,1.0,No,,Fair,7,1630.0,0,66,0,98125.0,47.7293,-122.29,1480.0,8146
4054530260,14 June 2017,1820000.0,4,4.5,6640.0,53330.0,2.0,No,,Fair,10,6640.0,0,25,0,98077.0,47.7283,-122.046,4620.0,68625
8724300010,14 September 2017,548000.0,4,3.25,3420.0,5012.0,2.0,No,,Fair,10,2330.0,1090,10,0,98019.0,47.732,-121.982,2320.0,5465
9358002232,14 October 2017,380000.0,3,2.0,1470.0,1656.0,2.0,No,,Fair,8,1310.0,160,15,0,98126.0,47.5653,-122.369,1470.0,2288
3298700012,15 March 2016,295000.0,2,1.0,720.0,4125.0,1.0,No,,Good,6,720.0,0,75,0,98106.0,47.5245,-122.354,1000.0,6100
1125059071,14 May 2017,910000.0,4,3.25,3340.0,10890.0,1.5,No,,Fair,9,2240.0,1100,55,2000,98052.0,47.6677,-122.136,2880.0,9794
3885805300,15 April 2016,595000.0,3,1.0,1300.0,11520.0,1.0,No,,Fair,6,1300.0,0,60,0,98033.0,47.6829,-122.195,1440.0,8064
5315100784,15 April 2016,1200000.0,4,2.5,3240.0,13044.0,2.0,No,,Good,9,3240.0,0,34,0,98040.0,47.5825,-122.242,2920.0,13044
3861400030,14 November 2017,950000.0,4,1.75,2210.0,19025.0,1.0,No,,Good,7,1460.0,750,66,0,98004.0,47.5927,-122.203,2640.0,14999
7202340010,15 February 2016,671300.0,4,2.5,3280.0,5232.0,2.0,No,,Fair,7,3280.0,0,14,0,98053.0,47.6798,-122.033,2600.0,5080
7272001805,15 March 2016,418200.0,3,2.25,2240.0,9542.0,1.0,No,Once,Fair,7,1190.0,1050,38,0,98198.0,47.3995,-122.318,2080.0,9542
2781250230,14 June 2017,343000.0,4,2.5,2070.0,4500.0,2.0,No,,Fair,7,2070.0,0,14,0,98038.0,47.3497,-122.026,2760.0,5173
1042700300,14 August 2017,829995.0,5,3.25,3360.0,6120.0,2.0,No,,Fair,9,3360.0,0,4,0,98074.0,47.607,-122.053,3230.0,5398
123039279,14 July 2017,165000.0,2,1.0,640.0,7768.0,1.0,No,,Fair,6,640.0,0,76,0,98106.0,47.515,-122.359,840.0,7424
3760500336,14 November 2017,2130000.0,4,2.75,3190.0,19513.0,2.0,No,Four,Good,10,3190.0,0,36,0,98034.0,47.6991,-122.235,2750.0,13496
6979940100,15 January 2016,805000.0,5,2.5,3320.0,7266.0,2.0,No,,Fair,9,3320.0,0,18,0,98075.0,47.5862,-122.054,3060.0,10269
686300880,15 April 2016,670000.0,3,2.0,2570.0,10078.0,1.5,No,,Fair,8,2570.0,0,53,0,98008.0,47.6275,-122.12,2660.0,8013
5214500690,14 September 2017,438000.0,4,2.5,1970.0,8545.0,2.0,No,,Fair,8,1970.0,0,14,0,98059.0,47.4893,-122.138,2590.0,7200
6021502250,14 August 2017,597000.0,4,2.0,2120.0,4000.0,1.5,No,,Good,7,1720.0,400,91,0,98117.0,47.688,-122.383,1760.0,4000
1320069223,14 June 2017,358000.0,3,1.5,1810.0,100188.0,1.0,No,,Excellent,7,1810.0,0,49,0,98022.0,47.2175,-121.995,1540.0,40415
2871000300,14 October 2017,755000.0,4,2.5,3110.0,6930.0,2.0,No,,Fair,9,3110.0,0,14,0,98052.0,47.7011,-122.112,3090.0,7000
2724069117,14 November 2017,380000.0,6,2.0,1870.0,6969.0,1.0,No,,Good,7,1870.0,0,50,0,98027.0,47.5342,-122.036,1500.0,6969
1159400220,14 May 2017,790000.0,5,3.25,2900.0,12160.0,1.0,No,,Good,8,1890.0,1010,51,0,98005.0,47.6154,-122.168,2590.0,12160
2571900380,15 January 2016,225000.0,3,2.0,1610.0,8400.0,1.0,No,,Fair,8,1610.0,0,28,0,98022.0,47.1958,-122.009,1930.0,8459
5528600050,15 February 2016,546000.0,2,1.0,1200.0,12856.0,1.0,No,,Good,6,1200.0,0,70,0,98027.0,47.5321,-122.034,1740.0,6098
7686202730,14 August 2017,200000.0,2,1.0,830.0,8000.0,1.0,No,,Fair,6,830.0,0,64,0,98198.0,47.4215,-122.318,1300.0,8000
2225059118,14 December 2017,949000.0,4,2.75,2980.0,42253.0,1.0,No,,Good,9,1860.0,1120,45,0,98005.0,47.6392,-122.163,2980.0,42253
2558630350,15 March 2016,462000.0,4,2.5,2060.0,6958.0,1.0,No,,Fair,7,1220.0,840,44,0,98034.0,47.7251,-122.168,1760.0,7350
3655400060,14 August 2017,445000.0,3,2.5,2470.0,4565.0,2.0,No,,Fair,7,2470.0,0,13,0,98056.0,47.514,-122.189,2470.0,5064
9558200080,14 September 2017,295000.0,3,2.5,1660.0,8125.0,1.0,No,,Fair,7,1150.0,510,19,0,98148.0,47.4373,-122.333,1250.0,8125
1796100015,15 April 2016,675000.0,4,3.5,3090.0,100835.0,2.0,No,,Fair,9,3090.0,0,19,0,98092.0,47.3087,-122.088,2400.0,50543
3378900020,14 October 2017,422500.0,3,1.75,1560.0,7245.0,1.5,No,,Fair,7,1560.0,0,56,1985,98052.0,47.6868,-122.119,2220.0,8502
5416500040,14 October 2017,309000.0,3,2.5,1990.0,3614.0,2.0,No,,Fair,7,1990.0,0,13,0,98038.0,47.36,-122.039,1980.0,3800
8856004582,14 July 2017,198000.0,3,1.75,1300.0,6318.0,1.0,No,,Fair,7,1300.0,0,38,0,98001.0,47.2752,-122.251,1150.0,8002
3812400107,15 March 2016,378500.0,4,2.0,1830.0,6000.0,1.0,No,,Excellent,7,1070.0,760,65,0,98118.0,47.5453,-122.279,1830.0,5500
6126601445,14 May 2017,490000.0,3,1.75,1920.0,5405.0,1.0,No,Twice,Good,7,960.0,960,71,0,98126.0,47.5583,-122.38,1190.0,5405
2997800021,15 February 2016,475000.0,3,2.5,1310.0,1294.0,2.0,No,,Fair,8,1180.0,130,10,0,98116.0,47.5773,-122.409,1330.0,1265
1211000280,15 May 2016,295000.0,2,1.0,750.0,4500.0,1.0,No,,Fair,6,750.0,0,73,0,98122.0,47.607,-122.297,1540.0,4000
766800090,14 May 2017,195000.0,3,1.75,1570.0,8459.0,1.0,No,,Fair,7,1570.0,0,27,0,98022.0,47.2016,-122.006,1650.0,8844
3224079005,14 October 2017,255000.0,2,1.0,920.0,43560.0,1.0,No,,Good,5,920.0,0,95,0,98024.0,47.5245,-121.931,1530.0,11875
619000100,14 July 2017,419000.0,3,1.75,2140.0,15030.0,1.0,No,,Good,7,1570.0,570,60,0,98166.0,47.4181,-122.338,2170.0,15030
4319200620,14 October 2017,235000.0,2,1.0,1270.0,9182.0,1.5,No,,Fair,6,1270.0,0,101,0,98126.0,47.5365,-122.378,1760.0,9100
626059335,14 September 2017,527000.0,4,2.25,2330.0,19436.0,2.0,No,,Fair,8,2330.0,0,31,0,98011.0,47.7663,-122.215,1910.0,10055
3340401570,14 July 2017,312500.0,3,1.75,1830.0,7969.0,1.0,No,,Fair,7,930.0,900,68,2008,98055.0,47.4667,-122.214,1790.0,7425
7015200800,15 March 2016,750000.0,3,2.0,1760.0,5488.0,1.5,No,,Fair,7,1540.0,220,91,0,98119.0,47.6479,-122.367,1760.0,5943
8106300510,14 December 2017,485000.0,5,2.5,3270.0,6129.0,2.0,No,,Fair,9,3270.0,0,14,0,98055.0,47.4461,-122.208,2980.0,5928
1446110020,14 September 2017,405000.0,5,3.5,3672.0,9742.0,2.0,No,,Fair,9,3006.0,666,12,0,98092.0,47.3255,-122.192,2140.0,9118
2872900280,15 April 2016,540000.0,4,2.25,3040.0,10283.0,1.0,No,,Good,8,1430.0,1610,34,0,98074.0,47.6268,-122.038,1870.0,11074
8965500320,15 March 2016,780000.0,4,2.25,2260.0,16188.0,1.0,No,,Fair,10,2260.0,0,34,0,98006.0,47.5637,-122.112,2840.0,10158
7853300070,14 August 2017,539950.0,5,3.0,3100.0,5250.0,2.0,No,,Fair,7,3100.0,0,12,0,98065.0,47.5369,-121.888,2460.0,5250
5652601455,14 June 2017,775000.0,4,2.5,2300.0,6158.0,2.0,No,,Fair,9,2300.0,0,19,0,98115.0,47.6943,-122.299,2170.0,6434
7579200915,15 April 2016,920000.0,5,4.5,3820.0,5750.0,2.0,No,Thrice,Fair,9,2830.0,990,18,0,98116.0,47.5581,-122.385,1750.0,5750
2641400160,14 December 2017,340000.0,4,2.5,2380.0,7850.0,2.0,No,,Fair,8,2380.0,0,23,0,98055.0,47.4356,-122.201,1940.0,7334
203900460,14 July 2017,407450.0,3,2.0,1810.0,10860.0,1.0,No,,Fair,7,1810.0,0,51,0,98053.0,47.6393,-121.967,1420.0,11982
2998800040,14 June 2017,589000.0,3,2.0,2250.0,8800.0,1.0,No,,Good,7,1250.0,1000,93,0,98116.0,47.5737,-122.409,2250.0,4800
7519000170,14 July 2017,690000.0,3,2.5,1300.0,5150.0,1.5,No,,Good,7,1300.0,0,98,0,98117.0,47.6838,-122.362,1400.0,4017
923000425,14 July 2017,865000.0,5,2.5,3190.0,8160.0,2.0,No,,Fair,9,3190.0,0,4,0,98177.0,47.7246,-122.363,1650.0,8160
2973800030,14 July 2017,175000.0,3,1.0,1030.0,6600.0,1.0,No,,Fair,7,1030.0,0,64,0,98146.0,47.4941,-122.34,1220.0,9040
6430500182,15 April 2016,1210000.0,4,3.0,3330.0,7650.0,1.0,No,,Fair,9,1830.0,1500,10,0,98103.0,47.6889,-122.352,1200.0,3876
7304301010,14 September 2017,421000.0,2,1.5,1400.0,11245.0,1.0,No,,Excellent,7,1400.0,0,71,0,98155.0,47.7469,-122.321,1220.0,11241
3861470110,14 June 2017,2080000.0,4,3.5,4230.0,20377.0,2.0,No,,Fair,10,4230.0,0,21,0,98004.0,47.5954,-122.206,3980.0,20489
2296500136,14 May 2017,839900.0,4,3.5,3810.0,13592.0,1.0,No,Once,Fair,9,2560.0,1250,5,0,98056.0,47.5134,-122.2,3230.0,9311
6790950150,14 August 2017,855000.0,4,2.5,2810.0,52062.0,1.5,No,,Good,9,2810.0,0,30,0,98075.0,47.5941,-122.029,3330.0,49783
8123100045,15 April 2016,470000.0,4,3.0,2380.0,5125.0,1.5,No,,Good,7,1680.0,700,93,0,98126.0,47.5384,-122.376,1410.0,5375
3142600130,14 June 2017,667500.0,3,2.0,1880.0,3800.0,1.0,No,,Excellent,7,1030.0,850,91,0,98115.0,47.6841,-122.309,1700.0,3800
7137970130,14 December 2017,339999.0,3,2.5,2360.0,8093.0,2.0,No,,Fair,8,2360.0,0,23,0,98092.0,47.3257,-122.17,1860.0,6762
8656800190,14 October 2017,280000.0,3,1.75,2080.0,87991.0,1.0,No,,Fair,6,1040.0,1040,48,0,98014.0,47.6724,-121.865,2080.0,84300
7135300046,14 July 2017,210000.0,2,1.0,1450.0,4750.0,1.0,No,,Fair,7,850.0,600,68,0,98118.0,47.5293,-122.272,1190.0,5000
3629960680,14 September 2017,395000.0,2,2.25,1620.0,1841.0,2.0,No,,Fair,8,1540.0,80,14,0,98029.0,47.5483,-122.004,1530.0,1831
1133000385,14 May 2017,740000.0,5,3.75,3990.0,18897.0,2.0,No,,Fair,8,3090.0,900,81,2010,98125.0,47.7228,-122.31,2080.0,9793
1085621960,14 December 2017,303000.0,3,2.5,2056.0,3564.0,2.0,No,,Fair,7,2056.0,0,4,0,98092.0,47.338,-122.181,2056.0,3577
9542802000,14 December 2017,185000.0,3,1.75,1130.0,7000.0,1.0,No,,Fair,7,1130.0,0,40,0,98023.0,47.307,-122.372,1830.0,8880
8151600973,15 April 2016,375000.0,4,2.5,2510.0,7245.0,2.0,No,,Fair,9,2510.0,0,11,0,98146.0,47.5096,-122.363,1830.0,8900
7019000050,14 May 2017,367500.0,3,1.5,1410.0,9647.0,1.0,No,,Fair,8,1410.0,0,57,0,98177.0,47.7608,-122.361,2090.0,9272
6021501920,14 June 2017,672500.0,3,2.25,2400.0,5300.0,1.5,No,,Good,7,1250.0,1150,79,0,98117.0,47.6876,-122.384,1540.0,4800
7399300420,14 August 2017,255000.0,3,1.0,1170.0,7395.0,1.0,No,,Good,7,1170.0,0,49,0,98055.0,47.4627,-122.19,1430.0,7920
7548300731,14 August 2017,559950.0,3,2.5,1660.0,1458.0,3.0,No,,Fair,9,1660.0,0,4,0,98144.0,47.5876,-122.309,1660.0,1784
5316100220,15 March 2016,1250000.0,4,2.25,1830.0,7200.0,2.0,No,Twice,Fair,8,1750.0,80,95,0,98112.0,47.6315,-122.282,3100.0,7200
5152600090,14 July 2017,235500.0,5,2.5,2340.0,13713.0,1.0,No,,Okay,8,1670.0,670,51,0,98003.0,47.3307,-122.324,2080.0,11000
1703400470,14 December 2017,375000.0,2,1.0,980.0,3915.0,1.0,No,,Good,7,980.0,0,99,0,98118.0,47.5589,-122.29,1425.0,1576
7316400070,14 September 2017,255000.0,5,3.75,2800.0,9900.0,1.0,No,,Fair,7,2800.0,0,54,0,98023.0,47.319,-122.344,1700.0,13200
5561300380,14 August 2017,450000.0,4,2.5,2500.0,36254.0,1.0,No,,Good,8,1590.0,910,40,0,98027.0,47.4685,-122.004,2360.0,36254
2215450100,15 January 2016,330000.0,4,2.5,2240.0,7589.0,2.0,No,,Fair,8,2240.0,0,24,0,98030.0,47.3824,-122.207,2250.0,7300
8635750330,14 September 2017,664000.0,4,2.5,2390.0,8432.0,2.0,No,,Fair,9,2390.0,0,20,0,98074.0,47.6027,-122.024,2710.0,7417
9492500140,14 July 2017,839950.0,4,2.75,3010.0,7200.0,2.0,No,,Fair,9,3010.0,0,4,0,98033.0,47.6948,-122.179,3010.0,7203
5315100393,14 December 2017,670000.0,3,1.0,1600.0,16868.0,1.0,No,Once,Fair,7,990.0,610,72,0,98040.0,47.5872,-122.241,2600.0,12735
8588000315,14 June 2017,225000.0,3,1.75,1330.0,13102.0,1.0,No,,Fair,7,1330.0,0,50,0,98003.0,47.3172,-122.322,1270.0,11475
7524200180,14 October 2017,207000.0,4,2.0,1690.0,7728.0,1.5,No,,Good,7,1690.0,0,51,0,98198.0,47.3666,-122.318,1480.0,8009
4235400255,14 September 2017,405000.0,2,1.0,720.0,4323.0,1.0,No,,Fair,6,720.0,0,76,0,98199.0,47.6604,-122.401,1460.0,3300
326069131,14 June 2017,599000.0,4,2.5,2790.0,230868.0,2.0,No,,Fair,8,2790.0,0,29,0,98077.0,47.7647,-122.019,1590.0,217800
4077800026,14 May 2017,715000.0,4,1.75,3420.0,7200.0,1.0,No,Thrice,Excellent,8,1770.0,1650,71,0,98125.0,47.7081,-122.277,2450.0,6200
9477000120,14 October 2017,383000.0,3,1.75,1410.0,7215.0,1.0,No,,Fair,7,1410.0,0,51,0,98034.0,47.7343,-122.193,1550.0,7600
5608000590,14 July 2017,929950.0,3,3.5,3790.0,10829.0,2.0,No,,Fair,10,3790.0,0,25,0,98027.0,47.5525,-122.098,3620.0,10989
4137050130,14 June 2017,294000.0,4,2.5,2210.0,8465.0,1.0,No,,Fair,8,1490.0,720,28,0,98092.0,47.2647,-122.221,2210.0,7917
5249801440,15 April 2016,570000.0,3,1.0,1660.0,7650.0,1.5,No,,Fair,7,1350.0,310,108,0,98118.0,47.5576,-122.277,1750.0,5760
9264901510,14 November 2017,240000.0,3,1.75,1770.0,8571.0,1.0,No,,Fair,8,1270.0,500,40,0,98023.0,47.3109,-122.339,2120.0,7711
5437820250,14 November 2017,187000.0,2,1.75,1020.0,10346.0,1.0,No,,Good,6,1020.0,0,35,0,98022.0,47.1958,-122.002,1160.0,8610
200500410,15 May 2016,575000.0,3,2.5,1960.0,9535.0,2.0,No,,Fair,8,1960.0,0,29,0,98011.0,47.7371,-122.215,2520.0,9206
9407111100,15 April 2016,220650.0,2,1.75,1460.0,10500.0,1.0,No,,Fair,7,1460.0,0,38,0,98045.0,47.4461,-121.768,1340.0,9600
126039252,14 July 2017,415000.0,4,1.5,1840.0,11367.0,1.5,No,,Good,7,1840.0,0,68,0,98177.0,47.7656,-122.358,1690.0,9800
6141100255,14 May 2017,467000.0,3,1.0,1660.0,6582.0,1.0,No,,Excellent,7,1000.0,660,72,0,98133.0,47.7169,-122.353,1110.0,6584
3013300830,14 November 2017,410000.0,2,1.0,1030.0,4366.0,1.0,No,,Fair,7,1030.0,0,106,0,98136.0,47.5311,-122.384,1890.0,4499
3271300955,14 July 2017,554729.0,4,2.5,2020.0,4350.0,2.0,No,,Excellent,9,1730.0,290,75,0,98199.0,47.6503,-122.41,1620.0,5800
3021059276,15 March 2016,250000.0,4,2.0,2010.0,7312.0,1.0,No,,Good,7,2010.0,0,42,0,98002.0,47.2785,-122.213,2010.0,7650
9542000050,14 August 2017,615000.0,4,1.75,2270.0,9830.0,1.0,No,,Good,8,2270.0,0,59,0,98005.0,47.5999,-122.176,2540.0,11990
2769600035,14 August 2017,612000.0,4,2.5,2680.0,3626.0,1.5,No,Thrice,Good,7,1680.0,1000,90,0,98107.0,47.6727,-122.361,1950.0,4500
3824100364,15 January 2016,420000.0,3,2.25,2520.0,26943.0,1.0,No,,Fair,7,1760.0,760,41,0,98028.0,47.7728,-122.25,2300.0,10004
1726069202,14 July 2017,420000.0,3,1.75,1060.0,38644.0,1.0,No,,Fair,7,1060.0,0,35,0,98077.0,47.7442,-122.072,1310.0,11416
7327500270,14 September 2017,445000.0,3,2.25,1190.0,13630.0,1.0,No,,Fair,7,1190.0,0,34,0,98045.0,47.4813,-121.735,1630.0,14405
1189000207,14 October 2017,387000.0,2,2.5,1170.0,1394.0,2.0,No,,Fair,8,1170.0,0,17,0,98122.0,47.6131,-122.297,1250.0,3136
2472950160,14 June 2017,229950.0,3,2.0,1410.0,7466.0,1.0,No,,Fair,7,1410.0,0,35,0,98058.0,47.427,-122.147,1410.0,7610
9558040050,14 September 2017,550000.0,4,2.75,3080.0,6731.0,2.0,No,Thrice,Fair,9,3080.0,0,15,0,98058.0,47.4522,-122.118,3080.0,6731
3438503120,15 March 2016,275000.0,4,1.0,1770.0,7345.0,1.5,No,,Fair,7,1770.0,0,52,0,98106.0,47.5393,-122.351,1580.0,7345
